"DIRECTORIO";"Gto_CapC"
237103;20000
237104;120000
237119;6400
237122;4000
237131;66800
237136;148600
237137;143500
237140;279900
237143;236000
237146;210000
237147;14500
237152;30000
237153;13000
237154;116400
237155;60200
237156;6300
237157;222600
237158;78000
237166;5100
237169;34000
237172;3000
237173;25800
237174;3000
237178;700
237180;5000
237182;20300
237183;9600
237185;267400
237186;103250
237187;140500
237188;280450
237189;541500
237194;50200
237195;22400
237196;32800
237197;8200
237198;33300
237200;13000
237203;118800
237204;102000
237211;55000
237212;5000
237216;155050
237222;5000
237223;5800
237224;27790
237226;22000
237228;7000
237229;19000
237230;37750
237231;257750
237247;73200
237251;19500
237252;10900
237254;1500
237257;23800
237259;225000
237260;25500
237261;3000
237262;104700
237283;72000
237284;26000
237285;372150
237288;4800
237291;20000
237335;357000
237337;203900
237341;2000
237347;220500
237357;4000
237358;5000
237359;6000
237360;2000
237362;296800
237364;205900
237370;10000
237371;5000
237373;21000
237375;165000
237377;370400
237384;71700
237387;5000
237418;173600
237419;4200
237420;20500
237447;87800
237448;20866.6666666667
237449;43700
237450;43000
237451;210000
237453;6200
237458;4800
237461;58533.3333333333
237463;3000
237468;22000
237472;180000
237473;176000
237476;325400
237477;9000
237480;11200
237482;347800
237483;86666.6666666667
237484;16800
237487;60000
237490;77666.6666666667
237491;98633.3333333333
237493;11500
237494;8000
237495;20000
237497;21000
237498;80800
237500;27600
237501;1200
237504;54100
237505;12000
237524;14500
237558;27000
237559;468300
237706;21000
237813;39400
237908;10000
237921;43500
242398;177400
242401;72000
242410;18700
242425;11900
242447;236450
243084;330590
243173;291400
243174;23800
243176;75900
243179;5900
243180;81300
243259;5000
243767;91350
243768;150200
243769;213500
243773;37000
243775;15800
243778;15000
243788;83600
243790;69500
243799;29750
243803;170300
243806;201400
243808;662200
243817;62666.6666666667
243822;25100
243825;111950
243830;12000
243833;4900
243905;15300
243927;138000
243929;21700
243939;5500
243940;10000
243941;5000
243943;27666.6666666667
243944;13000
243945;13300
243946;24000
243948;34800
243949;13700
243950;21400
243951;56200
243953;111800
243955;22700
243956;1300
243958;11000
243959;2000
243960;23500
243961;13900
243962;5500
243964;5300
243965;43000
243968;20000
243969;14000
243970;165600
243972;4500
244825;82200
244828;55900
244829;70000
244832;63800
244834;7500
244836;45000
244878;23000
244887;174200
244895;45600
244924;1500
244931;5000
245071;35000
245077;252900
245078;75850
245079;20700
245080;6100
245089;57600
245090;191000
245125;26433.3333333333
245344;77500
245348;359450
245377;31900
245379;113200
245380;43800
245381;139400
245408;35900
245426;19466.6666666667
245431;49850
245436;83600
245437;13100
245620;85400
245621;184000
245622;81000
245624;38000
245627;10500
245628;192900
245634;188000
245635;114000
245699;15000
245701;106600
245702;68600
245703;148000
245706;75000
245707;112000
245709;208800
246119;10200
246559;18000
246560;24300
246809;80800
246866;8700
246868;13500
246869;5500
246874;12500
247048;1000
247049;13000
247052;219900
247053;43900
247054;13200
247055;10000
247057;75800
247058;11400
247130;9100
247131;12500
247132;27900
247134;83000
247137;53200
247197;549000
247292;23200
247293;17000
247294;24700
247295;5000
247296;20700
247375;49800
247496;6400
247497;65000
247498;26000
247499;13500
247501;2000
247502;20000
247532;41500
247544;16900
247545;55000
247546;68000
247550;28200
247552;55000
247559;29000
248249;132000
248250;1000
248254;26700
248263;29600
248264;144400
248265;2000
249792;17000
250257;62000
250261;103800
250264;13000
250327;435600
250366;9850
250367;26833.3333333333
250438;10000
250447;37000
253353;45000
254816;14800
256367;22000
256944;61000
256946;17000
256947;5000
256948;20100
256949;126333.333333333
256951;213800
256954;5000
256955;41000
256956;2800
256957;5000
256958;20000
256961;8500
256962;10000
256967;34700
256968;69000
256969;147400
256974;141200
256975;180000
256976;88083.3333333333
256977;294333.333333333
256982;25000
256983;95500
256984;44800
256985;26000
256986;14900
256987;69300
256989;17000
256990;2500
256991;14500
256992;3000
256993;50000
256995;25500
256998;122200
257000;120700
257001;1000
257003;10900
257004;20000
257005;14800
257006;8800
257008;115000
257009;234400
257010;144700
257011;12100
257012;50200
257013;38700
257014;163000
257016;47200
257017;2e+05
257018;82200
257019;70000
257020;241400
257021;36200
257022;95000
257023;1100
257024;33800
257025;107700
257026;70600
257027;253400
257028;1600
257030;5000
257032;1200
257033;61000
257034;27000
257042;52000
257051;28600
257052;44700
257054;33600
257056;900
257060;83900
257062;2700
257075;5500
257077;6000
257078;14300
257079;88500
257081;6000
257084;13700
257087;116200
257088;10000
257256;7000
257400;37000
259138;38000
259619;56100
259674;33000
259675;34000
259676;29000
259677;32000
259678;37000
259679;39000
259701;28000
259702;50100
259717;80300
259719;62000
259720;26600
259721;248800
259722;116800
259723;27000
259724;43800
259725;52275
259726;7500
259727;97830
259728;55800
259729;12000
259730;7500
259731;10000
259734;31500
259735;176500
259736;22000
259737;9000
259738;180400
259740;227300
259742;49960
259743;7000
259744;2300
259745;18700
259746;3500
259747;17900
259750;99500
259752;126000
259754;20000
259755;70000
259756;47000
259757;500
259760;154250
259763;22500
259764;7000
259765;19033.3333333333
259766;47150
259767;43000
259768;53000
259769;328850
259770;36850
259771;72800
259773;95500
259775;156000
259776;260600
259777;100816.666666667
259778;133000
259779;260500
259780;30000
259781;23500
259782;133700
259784;91500
259787;20000
259788;24000
259796;51000
259804;250000
259805;5000
259807;10000
259808;5000
259809;70900
259810;112700
259814;20700
259815;190000
259816;260852
259817;9000
259823;16600
259824;54090
259825;20000
259826;18400
259827;16500
259829;431770
259830;32400
259831;72200
259832;17250
259844;86000
259845;90000
259846;7000
259847;88100
259848;6000
259850;35000
259852;188666.666666667
259853;7500
259860;1000
259861;2800
259862;8300
259863;38300
259865;37300
259872;37000
259873;21800
259874;26000
259876;144500
259877;76800
259878;139266.666666667
259879;63500
259890;85000
259892;7500
259893;10000
259894;307000
259897;65200
259899;34000
259900;243000
259914;29800
259915;1500
259918;15700
259924;5000
259925;26500
259926;88500
259927;3500
259929;20000
259931;46600
259932;33700
259933;27000
259934;347000
259935;13000
259938;220200
259939;23900
259941;37600
259942;51000
259947;4500
259948;120000
259949;205000
259953;12000
259961;32300
259963;46600
259964;39500
259965;25000
259967;66700
259972;29000
259974;126500
259975;25500
259977;131733.333333333
259978;227400
259979;252900
259980;141700
259981;57000
259982;61700
259986;3000
259993;26333.3333333333
259994;27100
259995;223200
259996;198300
260008;97000
260009;102700
260010;97200
260011;35000
260012;14000
260013;101000
260014;22000
260020;148000
260021;91000
260022;140800
260023;145000
260024;82800
260025;87000
260026;55850
260027;200600
260029;5000
260030;98000
260031;188500
260032;116600
260034;40000
260035;57833.3333333333
260037;330350
260040;38400
260041;69100
260042;159600
260043;24000
260046;24600
260047;44800
260048;26450
260049;118900
260050;56000
260051;363500
260053;79700
260054;83300
260055;73900
260059;13500
260061;32000
260062;24500
260064;134200
260066;18000
260067;122700
260068;231100
260069;347650
260071;51000
260072;1000
260073;77500
260075;7300
260076;68300
260077;274100
260078;102200
260079;37100
260081;36600
260082;173500
260084;163500
260085;24000
260086;68900
260087;14400
260088;26200
260089;161000
260096;27000
260098;122000
260099;255800
260100;109800
260101;7000
260104;70300
260105;50500
260106;15000
260107;118000
260109;77200
260111;5000
260112;12000
260113;25100
260114;13300
260115;36500
260116;12666.6666666667
260120;182000
260121;137000
260122;105300
260123;35000
260124;114000
260126;42200
260127;135200
260128;145200
260129;175200
260130;45000
260131;105800
260132;44800
260133;7100
260135;146700
260136;121800
260137;393100
260138;1000
260139;1000
260140;21000
260142;51450
260143;152000
260145;245300
260146;206900
260147;62000
260148;179000
260149;272200
260150;14000
260151;29000
260152;178000
260153;63800
260154;114500
260155;3200
260157;29400
260158;85000
260159;148500
260160;8900
260162;18200
260163;48000
260165;82300
260166;126000
260167;29500
260170;21300
260172;35166.6666666667
260175;14900
260177;54000
260180;17750
260181;14000
260183;64600
260184;15600
260185;87000
260186;51200
260188;27000
260190;29000
260208;118400
260218;172000
260219;187000
260223;13000
260224;8300
260225;500
260227;46400
260228;20000
260231;10000
260239;172300
260247;80000
260264;32900
260266;65000
260267;75500
260269;10000
260282;171000
260284;18000
260285;66000
260287;123500
260289;88600
260295;176000
260298;12000
260299;66000
260301;17900
260303;37500
260305;204500
260306;374500
260309;25000
260312;113000
260313;45900
260315;94000
260316;27533.3333333333
260317;180400
260318;92300
260322;18000
260323;3500
260324;3500
260325;25000
260327;22900
260328;14800
260329;25000
260331;76100
260334;1400
260335;39000
260336;60000
260337;35500
260339;20000
260341;9200
260342;57000
260343;88700
260348;138300
260349;38700
260350;145400
260351;74000
260352;45500
260353;46700
260354;109600
260356;34500
260357;17000
260358;168800
260359;93000
260360;52500
260361;26500
260362;65000
260363;175600
260364;19000
260365;3200
260374;26000
260375;32000
260376;14000
260377;19000
260378;28000
260380;13700
260382;700
260384;9800
260385;14000
260386;34000
260387;15000
260389;12000
260390;24400
260391;7000
260393;8000
260394;1000
260397;19000
260399;14500
260400;7000
260402;5000
260403;7600
260405;65000
260406;13800
260407;9300
260409;68500
260410;71933.3333333333
260411;8200
260412;25000
260413;519000
260414;13550
260415;58000
260416;17000
260417;54800
260418;20000
260419;63800
260420;222500
260421;45966.6666666667
260422;105500
260423;87500
260424;20000
260426;44200
260427;50000
260428;10500
260429;4000
260430;9500
260431;21000
260432;9000
260433;91700
260434;164900
260435;30300
260436;21000
260437;11900
260438;5300
260439;6000
260442;111000
260444;89100
260446;10350
260448;26450
260449;328600
260451;64500
260452;58500
260454;30700
260455;32500
260456;37200
260458;7000
260459;28000
260460;30400
260462;226500
260463;137000
260464;290000
260465;150300
260466;51000
260467;87000
260468;96600
260469;600
260470;77100
260472;107800
260473;6700
260474;38500
260475;14600
260476;148300
260477;198200
260478;18000
260481;179400
260482;26750
260483;184100
260484;41800
260486;5200
260487;137900
260488;35100
260489;47000
260490;71700
260491;14800
260492;149500
260493;19400
260495;148700
260496;220800
260497;7800
260498;26300
260499;38200
260500;88000
260501;4800
260502;63000
260505;160900
260506;53800
260507;58400
260512;51750
260513;2350
260514;14600
260516;269000
260517;174000
260518;136900
260519;148933.333333333
260520;34650
260523;147300
260524;43000
260525;13100
260526;81450
260527;187900
260528;28700
260529;252800
260530;54700
260531;23700
260532;19600
260533;64600
260534;2000
260536;105200
260537;113500
260540;46200
260541;4000
260542;39300
260543;38566.6666666667
260546;278936.666666667
260547;11000
260548;80000
260549;70000
260550;33800
260551;48950
260552;30000
260553;22500
260554;3000
260557;20000
260558;144250
260559;65000
260562;51300
260563;173000
260564;10000
260565;82600
260567;24000
260568;8900
260570;186000
260571;10000
260572;20200
260574;166250
260575;292500
260576;10000
260579;4000
260580;10000
260583;17000
260588;1000
260590;139500
260596;14500
260597;7000
260598;37500
260604;10000
260605;18950
260610;50000
260611;51100
260612;15600
260613;11600
260614;3000
260615;148650
260616;15000
260617;45690
260618;15300
260619;43800
260620;67000
260621;1500
260622;3000
260625;18500
260626;2300
260627;3500
260629;38500
260630;110900
260633;157950
260634;128000
260638;7000
260641;208000
260642;2000
260643;192200
260644;16000
260645;172000
260649;5500
260650;5000
260651;15000
260654;20500
260655;81800
260656;99300
260657;15000
260659;44700
260660;900
260661;16200
260662;13600
260663;12000
260665;29500
260666;51300
260667;3500
260668;17300
260669;12000
260670;7000
260672;30800
260675;12200
260677;14800
260679;7200
260680;24000
260683;16300
260688;21700
260689;87650
260690;46200
260692;44000
260693;20000
260694;35000
260696;65000
260697;19600
260699;10000
260700;11600
260703;3000
260707;6000
260709;1000
260711;20500
260712;18500
260713;60000
260714;30000
260715;20800
260716;124600
260717;184700
260722;149600
260723;92200
260724;3500
260725;22600
260727;147500
260728;4000
260734;52800
260735;53000
260736;35000
260737;35500
260739;267900
260740;60866.6666666667
260741;900
260742;60500
260743;3500
260744;96500
260745;21800
260746;9000
260747;65000
260750;13550
260754;17000
260756;190200
260773;21000
260777;4500
260778;2000
260780;52100
260781;16700
260785;68000
260792;84500
260793;31700
260794;6600
260795;68200
260796;250200
260797;16000
260803;59000
260804;10300
260808;303400
260809;218000
260812;38000
260813;81500
260814;36000
260818;6000
260828;29000
260829;41500
260830;79000
260831;12000
260832;18500
260835;61000
260836;41100
260838;35000
260841;154900
260854;24600
260856;97000
260857;22000
260858;12000
260862;500
260865;22000
260870;65000
260871;3000
260873;45800
260878;3200
260879;29000
260880;13700
260884;127000
260892;150400
260895;291000
260896;75000
260905;5000
260908;20700
260910;8700
260912;11000
260918;26000
260919;6000
260920;52700
260921;117700
260930;12000
260931;197800
260934;8000
260936;2200
260938;26000
260942;92566.6666666667
260946;71100
260950;42700
260951;131500
260960;53000
260962;86200
260963;51500
260964;15500
260965;61200
260984;17000
260987;39300
260989;197800
260998;20000
260999;22000
261000;10000
261002;43000
261004;18000
261005;70000
261007;60000
261009;25000
261012;70000
261013;80000
261015;10000
261016;92000
261018;11000
261020;10000
261022;9800
261023;14000
261025;18000
261030;3200
261032;110000
261035;78000
261041;51500
261046;35200
261048;35000
261052;30000
261053;89333.3333333333
261066;6100
261067;16400
261068;8300
261069;31200
261070;36300
261071;1300
261073;68200
261074;78866.6666666667
261075;35400
261076;318600
261077;60800
261078;35100
261079;13500
261080;172100
261081;62100
261082;38500
261083;51100
261084;4000
261085;169000
261088;129900
261090;65000
261091;21000
261093;113000
261094;129500
261096;237600
